"ObjectDN","ObjectOwner","EntityName","ActiveDirectoryRights","ObjectRights","ObjectClass","ObjectClassCategory","EntityType","EntityGroupMembers","EntityGroupMembersCount","isMemberOfOtherGroups","IsInherited","PropagationFlags","InheritanceFlags","InheritedObjectType","InheritanceType","ObjectFlags","AccessControlType","ObjectSID","IdentitySID"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name-Printable","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Public-Information","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Admin-Display-Name","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Personal-Information","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Show-In-Address-Book","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Proxy-Addresses","top group ","Group","Other","","0","False","False","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","PHXC1B\Cert Publishers","ReadProperty, WriteProperty","X509-Cert","top group ","Group","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","S-1-5-32-551","S-1-5-21-1735406465-2454681246-2117129149-517"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SYSTEM","GenericAll","All","top group ","Group","Other","","0","False","False","None","None","All","None","None","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-18"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Account Operators","GenericAll","All","top group ","Group","Group","","0","False","False","None","None","All","None","None","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-32-548"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","PHXC1B\Domain Admins","GenericAll","All","top group ","Group","Group","cbrown ssadmnpri bjperna.dr pramadas.dr rrodriguez.dr atoral.dr ssuvvari.dr epavon.dr lpetitjean.dr selliott.dr jjakubowski.dr whuggins.dr nfedei.dr tphillips.dr MTaranto.DR jadkins.advisor aeufemio.dr mwroblewski.dr dmabiala.dr jmadan.dr jvanderbeek.dr pjurisprudencia.dr jedwards.dr wharp.dr rdequiroz.dr kumblas.dr RDowd.dr aasokan.dr lsmith.dr aortega.dr agilbert.dr dcatto.dr Rsanders.dr RMeine.dr RFernandez.dr svc_rsa infra_svc svc_phxSecretServer","38","True","False","None","None","All","None","None","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-1735406465-2454681246-2117129149-512"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","ExtendedRight","User-Force-Change-Password","top group ","Group","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\NOC-Delegated Control","ExtendedRight","User-Force-Change-Password","top group ","Group","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-20151"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top group ","Group","Other","","0","False","True","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top group ","Group","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\NOC-Delegated Control","ReadProperty, WriteProperty","Pwd-Last-Set","top group ","Group","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-20151"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","inetOrgPerson","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Computer","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Group","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Organizational-Unit","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","User","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Contact","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Proxy-Addresses","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Proxy-Addresses","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Pwd-Last-Set","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Show-In-Address-Book","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Show-In-Address-Book","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Personal-Information","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Personal-Information","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Admin-Display-Name","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Admin-Display-Name","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","Group-Type","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Managed-By","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mailbox-Security-Descriptor","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Server-Writable-Flags","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","Picture","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Public-Information","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-User-Culture","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name-Printable","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name-Printable","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","E-mail-Addresses","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","E-mail-Addresses","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","User-Account-Control","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Country-Code","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mobile-Mailbox-Flags","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Safe-Recipients-Hash","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","WWW-Home-Page","top group ","Group","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","S-1-5-21-1735406465-2454681246-2117129149-520","S-1-5-21-789336058-1085031214-725345543-23121"
